empnum,exitdate,exittype,exitreason
1119,2021-09-15,Termination (Involuntary),"Performance not up to the position level, not fit for the team"
1695,2021-09-02,Termination (Involuntary),"Performance not up to the position level, not fit for the team"
2616,2021-09-02,Termination (Involuntary),"Performance not up to the position level, not fit for the team"
675,2021-09-01,Termination (Involuntary),"Performance not up to the position level, not fit for the team"
2214,2021-09-01,Termination (Involuntary),"Performance not up to the position level, not fit for the team"
973,2021-08-31,Termination (Involuntary),"Performance not up to the position level, not fit for the team"
1050,2021-08-31,Termination (Involuntary),"Performance not up to the position level, not fit for the team"
1519,2021-08-31,Termination (Involuntary),"Performance not up to the position level, not fit for the team"
2174,2021-08-26,Termination (Involuntary),"Performance not up to the position level, not fit for the team"
1273,2021-08-23,Resignation (Voluntary),"Performance not up to the position level, not fit for the team"
1493,2021-08-17,Termination (Involuntary),"Performance not up to the position level, not fit for the team"
962,2021-08-01,Termination (Involuntary),"Performance not up to the position level, not fit for the team"
1793,2021-07-21,Resignation (Voluntary),"Performance not up to the position level, not fit for the team"
1246,2021-07-02,Termination (Involuntary),"Performance not up to the position level, not fit for the team"
759,2020-12-05,Termination (Involuntary),"Performance not up to the position level, not fit for the team"
501,2020-10-27,Termination (Involuntary),"Performance not up to the position level, not fit for the team"
304,2020-06-17,Termination (Involuntary),"Performance not up to the position level, not fit for the team"
1044,2023-03-03,Resignation (Voluntary),Personal
1316,2023-03-02,Resignation (Voluntary),Personal
5602,2023-02-25,Resignation (Voluntary),Personal
1020,2023-02-16,Resignation (Voluntary),Personal
638,2023-02-11,Resignation (Voluntary),Personal
2776,2023-02-11,Resignation (Voluntary),Personal
3889,2023-02-06,Resignation (Voluntary),Personal
385,2023-01-30,Resignation (Voluntary),Personal
3852,2023-01-30,Resignation (Voluntary),Personal
1520,2023-01-24,Resignation (Voluntary),Personal
2037,2023-01-17,Resignation (Voluntary),Personal
1421,2023-01-06,Resignation (Voluntary),Personal
2412,2023-01-03,Resignation (Voluntary),Personal
3483,2023-01-02,Resignation (Voluntary),Personal
1489,2022-12-31,Resignation (Voluntary),Personal
2897,2022-12-31,Resignation (Voluntary),Personal
2234,2022-12-27,Resignation (Voluntary),Personal
764,2022-12-26,Resignation (Voluntary),Personal
3719,2022-12-10,Resignation (Voluntary),Personal
1055,2022-12-08,Resignation (Voluntary),Personal
3162,2022-12-05,Resignation (Voluntary),Personal
1089,2022-12-02,Resignation (Voluntary),Personal
1697,2022-11-25,Resignation (Voluntary),Personal
1914,2022-11-24,Resignation (Voluntary),Personal
1130,2022-11-21,Resignation (Voluntary),Personal
833,2022-11-19,Resignation (Voluntary),Personal
1018,2022-11-17,Resignation (Voluntary),Personal
1706,2022-11-05,Resignation (Voluntary),Personal
1036,2022-11-04,Resignation (Voluntary),Personal
1853,2022-11-04,Resignation (Voluntary),Personal
879,2022-11-01,Resignation (Voluntary),Personal
2298,2022-11-01,Resignation (Voluntary),Personal
1461,2022-10-28,Resignation (Voluntary),Personal
734,2022-10-27,Resignation (Voluntary),Personal
4504,2022-10-16,Resignation (Voluntary),Personal
2975,2022-10-06,Resignation (Voluntary),Personal
897,2022-10-01,Resignation (Voluntary),Personal
3713,2022-10-01,Resignation (Voluntary),Personal
2138,2022-09-28,Resignation (Voluntary),Personal
2060,2022-09-22,Resignation (Voluntary),Personal
2446,2022-09-19,Resignation (Voluntary),Personal
1779,2022-09-18,Resignation (Voluntary),Personal
2035,2022-09-16,Resignation (Voluntary),Personal
2566,2022-09-16,Resignation (Voluntary),Personal
399,2022-09-10,Resignation (Voluntary),Personal
667,2022-09-09,Resignation (Voluntary),Personal
363,2022-09-05,Resignation (Voluntary),Personal
3424,2022-09-03,Resignation (Voluntary),Personal
3524,2022-08-29,Resignation (Voluntary),Personal
1440,2022-08-25,Resignation (Voluntary),Personal
2420,2022-08-20,Resignation (Voluntary),Personal
1951,2022-08-17,Resignation (Voluntary),Personal
2084,2022-08-08,Resignation (Voluntary),Personal
4818,2022-08-08,Resignation (Voluntary),Personal
2368,2022-08-04,Resignation (Voluntary),Personal
1548,2022-08-02,Resignation (Voluntary),Personal
2310,2022-08-02,Resignation (Voluntary),Personal
1477,2022-08-01,Resignation (Voluntary),Personal
2220,2022-08-01,Resignation (Voluntary),Personal
608,2022-07-29,Resignation (Voluntary),Personal
1469,2022-07-29,Resignation (Voluntary),Personal
4149,2022-07-24,Resignation (Voluntary),Personal
2219,2022-07-20,Resignation (Voluntary),Personal
2561,2022-07-18,Resignation (Voluntary),Personal
3289,2022-07-18,Resignation (Voluntary),Personal
5177,2022-07-15,Resignation (Voluntary),Personal
2122,2022-07-14,Resignation (Voluntary),Personal
1637,2022-07-08,Resignation (Voluntary),Personal
2785,2022-07-08,Resignation (Voluntary),Personal
4018,2022-07-08,Resignation (Voluntary),Personal
1115,2022-07-07,Resignation (Voluntary),Personal
4003,2022-07-07,Resignation (Voluntary),Personal
4688,2022-07-07,Resignation (Voluntary),Personal
4832,2022-07-05,Resignation (Voluntary),Personal
4833,2022-07-01,Resignation (Voluntary),Personal
1919,2022-06-27,Resignation (Voluntary),Personal
3208,2022-06-25,Resignation (Voluntary),Personal
3837,2022-06-23,Resignation (Voluntary),Personal
4165,2022-06-23,Resignation (Voluntary),Personal
2141,2022-06-22,Resignation (Voluntary),Personal
1209,2022-06-20,Resignation (Voluntary),Personal
4838,2022-06-20,Resignation (Voluntary),Personal
4456,2022-06-16,Resignation (Voluntary),Personal
974,2022-06-15,Resignation (Voluntary),Personal
5063,2022-06-09,Resignation (Voluntary),Personal
5049,2022-06-07,Resignation (Voluntary),Personal
1635,2022-06-03,Resignation (Voluntary),Personal
2765,2022-06-01,Resignation (Voluntary),Personal
4156,2022-05-31,Resignation (Voluntary),Personal
3570,2022-05-27,Resignation (Voluntary),Personal
2440,2022-05-25,Resignation (Voluntary),Personal
5170,2022-05-25,Resignation (Voluntary),Personal
2520,2022-05-24,Resignation (Voluntary),Personal
2921,2022-05-23,Resignation (Voluntary),Personal
3163,2022-05-20,Resignation (Voluntary),Personal
3502,2022-05-20,Resignation (Voluntary),Personal
1382,2022-05-01,Resignation (Voluntary),Personal
195,2022-04-29,Resignation (Voluntary),Personal
772,2022-04-29,Resignation (Voluntary),Personal
2878,2022-04-15,Resignation (Voluntary),Personal
1227,2022-04-14,Resignation (Voluntary),Personal
3886,2022-04-09,Resignation (Voluntary),Personal
3081,2022-04-06,Resignation (Voluntary),Personal
3972,2022-04-06,Resignation (Voluntary),Personal
575,2022-04-03,Resignation (Voluntary),Personal
1748,2022-03-22,Resignation (Voluntary),Personal
3176,2022-03-18,Resignation (Voluntary),Personal
3333,2022-03-15,Resignation (Voluntary),Personal
3005,2022-03-02,Resignation (Voluntary),Personal
3391,2022-02-07,Resignation (Voluntary),Personal
3371,2022-02-01,Resignation (Voluntary),Personal
2344,2022-01-24,Resignation (Voluntary),Personal
2327,2022-01-14,Resignation (Voluntary),Personal
666,2022-01-07,Resignation (Voluntary),Personal
618,2021-12-31,Resignation (Voluntary),Personal
2521,2021-12-30,Resignation (Voluntary),Personal
2770,2021-12-23,Resignation (Voluntary),Personal
343,2021-12-07,Resignation (Voluntary),Personal
2588,2021-12-07,Resignation (Voluntary),Personal
478,2021-12-02,Resignation (Voluntary),Personal
1720,2021-12-02,Resignation (Voluntary),Personal
2038,2021-12-02,Resignation (Voluntary),Personal
2040,2021-12-02,Resignation (Voluntary),Personal
2041,2021-12-02,Resignation (Voluntary),Personal
409,2021-12-01,Resignation (Voluntary),Personal
1064,2021-11-23,Resignation (Voluntary),Personal
2681,2021-11-19,Resignation (Voluntary),Personal
2131,2021-11-16,Resignation (Voluntary),Personal
2476,2021-11-09,Resignation (Voluntary),Personal
177,2021-11-01,Resignation (Voluntary),Personal
2115,2021-10-28,Resignation (Voluntary),Personal
835,2021-10-11,Resignation (Voluntary),Personal
397,2021-10-03,Resignation (Voluntary),Personal
1229,2021-09-27,Resignation (Voluntary),Personal
1577,2021-09-23,Resignation (Voluntary),Personal
1700,2021-09-16,Resignation (Voluntary),Personal
1665,2021-09-15,Resignation (Voluntary),Personal
1616,2021-09-14,Resignation (Voluntary),Personal
1600,2021-09-13,Resignation (Voluntary),Personal
437,2021-09-10,Resignation (Voluntary),Personal
1079,2021-09-10,Resignation (Voluntary),Personal
1704,2021-09-03,Resignation (Voluntary),Personal
977,2021-08-31,Resignation (Voluntary),Personal
1558,2021-08-31,Resignation (Voluntary),Personal
1689,2021-08-26,Resignation (Voluntary),Personal
1870,2021-08-24,Resignation (Voluntary),Personal
1768,2021-08-12,Resignation (Voluntary),Personal
2308,2021-08-06,Resignation (Voluntary),Personal
1612,2021-07-30,Resignation (Voluntary),Personal
243,2021-07-19,Resignation (Voluntary),Personal
1763,2021-07-05,Resignation (Voluntary),Personal
676,2021-06-30,Resignation (Voluntary),Personal
1736,2021-06-11,Resignation (Voluntary),Personal
597,2021-05-27,Resignation (Voluntary),Personal
1153,2021-04-29,Resignation (Voluntary),Personal
163,2019-07-02,Termination (Involuntary),Redunancy
133,2018-12-20,Termination (Involuntary),Redunancy
54,2018-08-03,Termination (Involuntary),Redunancy
631,2022-08-19,Termination (Involuntary),Redundancy
2610,2022-08-18,Termination (Involuntary),Redundancy
600,2022-08-04,Termination (Involuntary),Redundancy
275,2022-08-03,Termination (Involuntary),Redundancy
1268,2022-08-03,Termination (Involuntary),Redundancy
1823,2022-08-03,Termination (Involuntary),Redundancy
2747,2022-08-03,Termination (Involuntary),Redundancy
3392,2022-08-03,Termination (Involuntary),Redundancy
3140,2022-08-02,Termination (Involuntary),Redundancy
3161,2022-08-02,Termination (Involuntary),Redundancy
4098,2022-08-02,Termination (Involuntary),Redundancy
4908,2022-08-02,Termination (Involuntary),Redundancy
1284,2022-07-30,Termination (Involuntary),Redundancy
2240,2022-07-30,Termination (Involuntary),Redundancy
3159,2022-07-30,Termination (Involuntary),Redundancy
4215,2022-07-30,Termination (Involuntary),Redundancy
4871,2022-07-30,Termination (Involuntary),Redundancy
408,2022-07-29,Termination (Involuntary),Redundancy
422,2022-07-29,Termination (Involuntary),Redundancy
1002,2022-07-29,Termination (Involuntary),Redundancy
1108,2022-07-29,Termination (Involuntary),Redundancy
1233,2022-07-29,Termination (Involuntary),Redundancy
2204,2022-07-29,Termination (Involuntary),Redundancy
2407,2022-07-29,Termination (Involuntary),Redundancy
2911,2022-07-29,Termination (Involuntary),Redundancy
3129,2022-07-29,Termination (Involuntary),Redundancy
3133,2022-07-29,Termination (Involuntary),Redundancy
3155,2022-07-29,Termination (Involuntary),Redundancy
3687,2022-07-29,Termination (Involuntary),Redundancy
4425,2022-07-29,Termination (Involuntary),Redundancy
470,2022-07-28,Termination (Involuntary),Redundancy
3045,2022-07-28,Termination (Involuntary),Redundancy
4007,2022-07-28,Termination (Involuntary),Redundancy
4915,2022-07-28,Termination (Involuntary),Redundancy
963,2022-07-27,Termination (Involuntary),Redundancy
1883,2022-07-27,Termination (Involuntary),Redundancy
4078,2022-07-27,Termination (Involuntary),Redundancy
4169,2022-07-27,Termination (Involuntary),Redundancy
4814,2022-07-27,Termination (Involuntary),Redundancy
5006,2022-07-27,Termination (Involuntary),Redundancy
2232,2022-07-26,Termination (Involuntary),Redundancy
3414,2022-07-26,Termination (Involuntary),Redundancy
3622,2022-07-26,Termination (Involuntary),Redundancy
4015,2022-07-26,Termination (Involuntary),Redundancy
4071,2022-07-26,Termination (Involuntary),Redundancy
4101,2022-07-26,Termination (Involuntary),Redundancy
196,2022-07-23,Termination (Involuntary),Redundancy
2410,2022-07-23,Termination (Involuntary),Redundancy
2573,2022-07-23,Termination (Involuntary),Redundancy
2795,2022-07-23,Termination (Involuntary),Redundancy
2973,2022-07-23,Termination (Involuntary),Redundancy
5060,2022-07-23,Termination (Involuntary),Redundancy
2889,2022-07-22,Termination (Involuntary),Redundancy
4405,2022-07-22,Termination (Involuntary),Redundancy
5059,2022-07-22,Termination (Involuntary),Redundancy
200,2022-07-21,Termination (Involuntary),Redundancy
1482,2022-07-21,Termination (Involuntary),Redundancy
2039,2022-07-21,Termination (Involuntary),Redundancy
2217,2022-07-21,Termination (Involuntary),Redundancy
2563,2022-07-21,Termination (Involuntary),Redundancy
3606,2022-07-21,Termination (Involuntary),Redundancy
4433,2022-07-21,Termination (Involuntary),Redundancy
1066,2022-07-20,Termination (Involuntary),Redundancy
1929,2022-07-20,Termination (Involuntary),Redundancy
1946,2022-07-20,Termination (Involuntary),Redundancy
2055,2022-07-20,Termination (Involuntary),Redundancy
2074,2022-07-20,Termination (Involuntary),Redundancy
2092,2022-07-20,Termination (Involuntary),Redundancy
2116,2022-07-20,Termination (Involuntary),Redundancy
2209,2022-07-20,Termination (Involuntary),Redundancy
2283,2022-07-20,Termination (Involuntary),Redundancy
2309,2022-07-20,Termination (Involuntary),Redundancy
2585,2022-07-20,Termination (Involuntary),Redundancy
3030,2022-07-20,Termination (Involuntary),Redundancy
3870,2022-07-20,Termination (Involuntary),Redundancy
4099,2022-07-20,Termination (Involuntary),Redundancy
4395,2022-07-20,Termination (Involuntary),Redundancy
4851,2022-07-20,Termination (Involuntary),Redundancy
511,2022-07-19,Termination (Involuntary),Redundancy
523,2022-07-19,Termination (Involuntary),Redundancy
765,2022-07-19,Termination (Involuntary),Redundancy
1354,2022-07-19,Termination (Involuntary),Redundancy
1476,2022-07-19,Termination (Involuntary),Redundancy
1498,2022-07-19,Termination (Involuntary),Redundancy
1824,2022-07-19,Termination (Involuntary),Redundancy
1944,2022-07-19,Termination (Involuntary),Redundancy
1980,2022-07-19,Termination (Involuntary),Redundancy
2195,2022-07-19,Termination (Involuntary),Redundancy
2250,2022-07-19,Termination (Involuntary),Redundancy
2497,2022-07-19,Termination (Involuntary),Redundancy
3575,2022-07-19,Termination (Involuntary),Redundancy
3712,2022-07-19,Termination (Involuntary),Redundancy
3747,2022-07-19,Termination (Involuntary),Redundancy
3785,2022-07-19,Termination (Involuntary),Redundancy
3812,2022-07-19,Termination (Involuntary),Redundancy
3929,2022-07-19,Termination (Involuntary),Redundancy
3947,2022-07-19,Termination (Involuntary),Redundancy
4033,2022-07-19,Termination (Involuntary),Redundancy
4234,2022-07-19,Termination (Involuntary),Redundancy
4426,2022-07-19,Termination (Involuntary),Redundancy
4856,2022-07-19,Termination (Involuntary),Redundancy
5325,2022-07-19,Termination (Involuntary),Redundancy
178,2022-07-16,Termination (Involuntary),Redundancy
293,2022-07-16,Termination (Involuntary),Redundancy
